case_id,start_time,end_time,Activity,defectFixed,defectType,numberRepairs,Role,phoneType
559,2017-01-13T15:46:00,2017-01-13T15:46:00,Register,,,,System,
559,2017-01-13T15:46:00,2017-01-13T15:53:00,Analyze Defect,,8,,Tester3,T2
559,2017-01-13T15:55:00,2017-01-13T16:12:00,Repair (Complex),,,,SolverC2,
559,2017-01-13T16:12:00,2017-01-13T16:20:00,Test Repair,TRUE,,0,Tester6,
559,2017-01-13T16:40:00,2017-01-13T16:40:00,Inform User,,,,System,
559,2017-01-13T16:40:00,2017-01-13T16:40:00,Archive Repair,TRUE,,0,System,
56,2017-01-03T06:08:00,2017-01-03T06:08:00,Register,,,,System,
56,2017-01-03T06:08:00,2017-01-03T06:16:00,Analyze Defect,,3,,Tester1,T3
56,2017-01-03T06:29:00,2017-01-03T06:35:00,Repair (Simple),,,,SolverS2,
56,2017-01-03T06:35:00,2017-01-03T06:43:00,Test Repair,TRUE,,1,Tester1,
56,2017-01-03T06:39:00,2017-01-03T06:39:00,Inform User,,,,System,
56,2017-01-03T06:52:00,2017-01-03T06:52:00,Archive Repair,TRUE,,1,System,
560,2017-01-13T11:31:00,2017-01-13T11:31:00,Register,,,,System,
560,2017-01-13T11:31:00,2017-01-13T11:39:00,Analyze Defect,,7,,Tester3,T1
560,2017-01-13T12:04:00,2017-01-13T12:22:00,Repair (Complex),,,,SolverC2,
560,2017-01-13T12:13:00,2017-01-13T12:13:00,Inform User,,,,System,
560,2017-01-13T12:22:00,2017-01-13T12:28:00,Test Repair,TRUE,,0,Tester6,
560,2017-01-13T12:38:00,2017-01-13T12:38:00,Archive Repair,TRUE,,0,System,
561,2017-01-13T04:52:00,2017-01-13T04:52:00,Register,,,,System,
561,2017-01-13T04:52:00,2017-01-13T04:58:00,Analyze Defect,,8,,Tester3,T1
561,2017-01-13T04:59:00,2017-01-13T05:43:00,Repair (Complex),,,,SolverC3,
561,2017-01-13T05:40:00,2017-01-13T05:40:00,Inform User,,,,System,
561,2017-01-13T05:43:00,2017-01-13T05:52:00,Test Repair,TRUE,,0,Tester2,
561,2017-01-13T05:58:00,2017-01-13T05:58:00,Archive Repair,TRUE,,0,System,
562,2017-01-13T23:36:00,2017-01-13T23:36:00,Register,,,,System,
562,2017-01-13T23:36:00,2017-01-13T23:46:00,Analyze Defect,,9,,Tester1,T3
562,2017-01-13T23:59:00,2017-01-14T00:18:00,Repair (Complex),,,,SolverC2,
562,2017-01-14T00:18:00,2017-01-14T00:27:00,Test Repair,TRUE,,0,Tester4,
562,2017-01-14T00:30:00,2017-01-14T00:30:00,Inform User,,,,System,
562,2017-01-14T00:33:00,2017-01-14T00:33:00,Archive Repair,TRUE,,0,System,
563,2017-01-13T14:58:00,2017-01-13T14:58:00,Register,,,,System,
563,2017-01-13T14:58:00,2017-01-13T15:06:00,Analyze Defect,,10,,Tester5,T2
563,2017-01-13T15:30:00,2017-01-13T16:18:00,Repair (Complex),,,,SolverC3,
563,2017-01-13T15:36:00,2017-01-13T15:36:00,Inform User,,,,System,
563,2017-01-13T16:18:00,2017-01-13T16:27:00,Test Repair,TRUE,,0,Tester4,
563,2017-01-13T16:36:00,2017-01-13T16:36:00,Archive Repair,TRUE,,0,System,
564,2017-01-13T18:32:00,2017-01-13T18:32:00,Register,,,,System,
564,2017-01-13T18:32:00,2017-01-13T18:39:00,Analyze Defect,,5,,Tester5,T1
564,2017-01-13T18:42:00,2017-01-13T18:57:00,Repair (Complex),,,,SolverC1,
564,2017-01-13T18:57:00,2017-01-13T19:05:00,Test Repair,TRUE,,0,Tester4,
564,2017-01-13T19:23:00,2017-01-13T19:23:00,Inform User,,,,System,
564,2017-01-13T19:23:00,2017-01-13T19:23:00,Archive Repair,TRUE,,0,System,
565,2017-01-13T20:44:00,2017-01-13T20:44:00,Register,,,,System,
565,2017-01-13T20:44:00,2017-01-13T20:50:00,Analyze Defect,,10,,Tester1,T2
565,2017-01-13T21:01:00,2017-01-13T21:14:00,Repair (Complex),,,,SolverC2,
565,2017-01-13T21:09:00,2017-01-13T21:09:00,Inform User,,,,System,
565,2017-01-13T21:14:00,2017-01-13T21:20:00,Test Repair,FALSE,,0,Tester3,
565,2017-01-13T21:27:00,2017-01-13T21:27:00,Restart Repair,,,,System,
565,2017-01-13T21:27:00,2017-01-13T22:10:00,Repair (Complex),,,,SolverC3,
565,2017-01-13T22:10:00,2017-01-13T22:15:00,Test Repair,TRUE,,0,Tester5,
565,2017-01-13T22:21:00,2017-01-13T22:21:00,Archive Repair,TRUE,,0,System,
566,2017-01-13T07:13:00,2017-01-13T07:13:00,Register,,,,System,
566,2017-01-13T07:13:00,2017-01-13T07:20:00,Analyze Defect,,8,,Tester5,T2
566,2017-01-13T07:31:00,2017-01-13T07:49:00,Repair (Complex),,,,SolverC1,
566,2017-01-13T07:49:00,2017-01-13T07:59:00,Test Repair,TRUE,,0,Tester1,
566,2017-01-13T08:02:00,2017-01-13T08:02:00,Inform User,,,,System,
566,2017-01-13T08:07:00,2017-01-13T08:07:00,Archive Repair,TRUE,,0,System,
567,2017-01-13T19:03:00,2017-01-13T19:03:00,Register,,,,System,
567,2017-01-13T19:03:00,2017-01-13T19:08:00,Analyze Defect,,8,,Tester3,T2
567,2017-01-13T19:22:00,2017-01-13T20:08:00,Repair (Complex),,,,SolverC3,
567,2017-01-13T19:46:00,2017-01-13T19:46:00,Inform User,,,,System,
567,2017-01-13T20:08:00,2017-01-13T20:18:00,Test Repair,TRUE,,0,Tester1,
567,2017-01-13T20:26:00,2017-01-13T20:26:00,Archive Repair,TRUE,,0,System,
568,2017-01-13T02:36:00,2017-01-13T02:36:00,Register,,,,System,
568,2017-01-13T02:36:00,2017-01-13T02:46:00,Analyze Defect,,7,,Tester3,T2
568,2017-01-13T03:01:00,2017-01-13T03:01:00,Inform User,,,,System,
568,2017-01-13T03:06:00,2017-01-13T03:26:00,Repair (Complex),,,,SolverC1,
568,2017-01-13T03:26:00,2017-01-13T03:32:00,Test Repair,TRUE,,0,Tester2,
568,2017-01-13T03:38:00,2017-01-13T03:38:00,Archive Repair,TRUE,,0,System,
569,2017-01-12T22:41:00,2017-01-12T22:41:00,Register,,,,System,
569,2017-01-12T22:41:00,2017-01-12T22:51:00,Analyze Defect,,7,,Tester5,T3
569,2017-01-12T22:57:00,2017-01-12T23:07:00,Repair (Complex),,,,SolverC1,
569,2017-01-12T23:07:00,2017-01-12T23:07:00,Inform User,,,,System,
569,2017-01-12T23:07:00,2017-01-12T23:17:00,Test Repair,TRUE,,0,Tester3,
569,2017-01-12T23:25:00,2017-01-12T23:25:00,Archive Repair,TRUE,,0,System,
57,2017-01-02T14:32:00,2017-01-02T14:32:00,Register,,,,System,
57,2017-01-02T14:32:00,2017-01-02T14:41:00,Analyze Defect,,10,,Tester6,T1
57,2017-01-02T14:56:00,2017-01-02T14:56:00,Inform User,,,,System,
57,2017-01-02T14:56:00,2017-01-02T15:14:00,Repair (Complex),,,,SolverC1,
57,2017-01-02T15:14:00,2017-01-02T15:21:00,Test Repair,TRUE,,0,Tester6,
57,2017-01-02T15:30:00,2017-01-02T15:30:00,Archive Repair,TRUE,,0,System,
570,2017-01-13T06:05:00,2017-01-13T06:05:00,Register,,,,System,
570,2017-01-13T06:05:00,2017-01-13T06:15:00,Analyze Defect,,7,,Tester1,T2
570,2017-01-13T06:19:00,2017-01-13T06:33:00,Repair (Complex),,,,SolverC1,
570,2017-01-13T06:33:00,2017-01-13T06:40:00,Test Repair,TRUE,,0,Tester5,
570,2017-01-13T06:38:00,2017-01-13T06:38:00,Inform User,,,,System,
570,2017-01-13T06:46:00,2017-01-13T06:46:00,Archive Repair,TRUE,,0,System,
571,2017-01-13T01:23:00,2017-01-13T01:23:00,Register,,,,System,
571,2017-01-13T01:23:00,2017-01-13T01:30:00,Analyze Defect,,1,,Tester5,T3
571,2017-01-13T01:32:00,2017-01-13T01:52:00,Repair (Simple),,,,SolverS3,
571,2017-01-13T01:52:00,2017-01-13T01:59:00,Test Repair,TRUE,,1,Tester5,
571,2017-01-13T02:16:00,2017-01-13T02:16:00,Inform User,,,,System,
571,2017-01-13T02:16:00,2017-01-13T02:16:00,Archive Repair,TRUE,,1,System,
572,2017-01-14T01:40:00,2017-01-14T01:40:00,Register,,,,System,
572,2017-01-14T01:40:00,2017-01-14T01:49:00,Analyze Defect,,9,,Tester6,T1
572,2017-01-14T02:02:00,2017-01-14T02:15:00,Repair (Complex),,,,SolverC2,
572,2017-01-14T02:13:00,2017-01-14T02:13:00,Inform User,,,,System,
572,2017-01-14T02:15:00,2017-01-14T02:21:00,Test Repair,TRUE,,0,Tester5,
572,2017-01-14T02:30:00,2017-01-14T02:30:00,Archive Repair,TRUE,,0,System,
573,2017-01-13T01:34:00,2017-01-13T01:34:00,Register,,,,System,
573,2017-01-13T01:34:00,2017-01-13T01:41:00,Analyze Defect,,1,,Tester3,T1
573,2017-01-13T02:01:00,2017-01-13T02:01:00,Inform User,,,,System,
573,2017-01-13T02:03:00,2017-01-13T02:08:00,Repair (Simple),,,,SolverS1,
573,2017-01-13T02:08:00,2017-01-13T02:14:00,Test Repair,FALSE,,1,Tester6,
573,2017-01-13T02:19:00,2017-01-13T02:19:00,Restart Repair,,,,System,
573,2017-01-13T02:19:00,2017-01-13T02:30:00,Repair (Simple),,,,SolverS2,
573,2017-01-13T02:30:00,2017-01-13T02:39:00,Test Repair,TRUE,,2,Tester6,
573,2017-01-13T02:47:00,2017-01-13T02:47:00,Archive Repair,TRUE,,2,System,
574,2017-01-12T18:21:00,2017-01-12T18:21:00,Register,,,,System,
574,2017-01-12T18:21:00,2017-01-12T18:30:00,Analyze Defect,,6,,Tester5,T1
574,2017-01-12T18:51:00,2017-01-12T19:08:00,Repair (Complex),,,,SolverC2,
574,2017-01-12T19:04:00,2017-01-12T19:04:00,Inform User,,,,System,
574,2017-01-12T19:08:00,2017-01-12T19:17:00,Test Repair,TRUE,,0,Tester3,
574,2017-01-12T19:26:00,2017-01-12T19:26:00,Archive Repair,TRUE,,0,System,
575,2017-01-13T13:09:00,2017-01-13T13:09:00,Register,,,,System,
575,2017-01-13T13:09:00,2017-01-13T13:18:00,Analyze Defect,,9,,Tester1,T2
575,2017-01-13T13:36:00,2017-01-13T13:46:00,Repair (Complex),,,,SolverC2,
575,2017-01-13T13:40:00,2017-01-13T13:40:00,Inform User,,,,System,
575,2017-01-13T13:46:00,2017-01-13T13:51:00,Test Repair,FALSE,,0,Tester5,
575,2017-01-13T13:56:00,2017-01-13T13:56:00,Restart Repair,,,,System,
575,2017-01-13T13:56:00,2017-01-13T14:09:00,Repair (Complex),,,,SolverC1,
575,2017-01-13T14:09:00,2017-01-13T14:15:00,Test Repair,TRUE,,0,Tester5,
575,2017-01-13T14:24:00,2017-01-13T14:24:00,Archive Repair,TRUE,,0,System,
576,2017-01-13T00:45:00,2017-01-13T00:45:00,Register,,,,System,
576,2017-01-13T00:45:00,2017-01-13T00:51:00,Analyze Defect,,10,,Tester1,T3
576,2017-01-13T00:54:00,2017-01-13T01:08:00,Repair (Complex),,,,SolverC2,
576,2017-01-13T01:08:00,2017-01-13T01:16:00,Test Repair,FALSE,,0,Tester5,
576,2017-01-13T01:23:00,2017-01-13T01:23:00,Inform User,,,,System,
576,2017-01-13T01:26:00,2017-01-13T01:26:00,Restart Repair,,,,System,
576,2017-01-13T01:26:00,2017-01-13T01:37:00,Repair (Complex),,,,SolverC2,
576,2017-01-13T01:37:00,2017-01-13T01:45:00,Test Repair,TRUE,,0,Tester5,
576,2017-01-13T01:54:00,2017-01-13T01:54:00,Archive Repair,TRUE,,0,System,
577,2017-01-13T05:34:00,2017-01-13T05:34:00,Register,,,,System,
577,2017-01-13T05:34:00,2017-01-13T05:44:00,Analyze Defect,,8,,Tester3,T2
577,2017-01-13T06:04:00,2017-01-13T06:46:00,Repair (Complex),,,,SolverC3,
577,2017-01-13T06:30:00,2017-01-13T06:30:00,Inform User,,,,System,
577,2017-01-13T06:46:00,2017-01-13T06:56:00,Test Repair,TRUE,,0,Tester1,
577,2017-01-13T07:02:00,2017-01-13T07:02:00,Archive Repair,TRUE,,0,System,
578,2017-01-13T11:09:00,2017-01-13T11:09:00,Register,,,,System,
578,2017-01-13T11:09:00,2017-01-13T11:14:00,Analyze Defect,,7,,Tester5,T3
578,2017-01-13T11:42:00,2017-01-13T11:42:00,Inform User,,,,System,
578,2017-01-13T11:46:00,2017-01-13T12:04:00,Repair (Complex),,,,SolverC2,
578,2017-01-13T12:04:00,2017-01-13T12:13:00,Test Repair,TRUE,,0,Tester4,
578,2017-01-13T12:19:00,2017-01-13T12:19:00,Archive Repair,TRUE,,0,System,
579,2017-01-13T08:41:00,2017-01-13T08:41:00,Register,,,,System,
579,2017-01-13T08:41:00,2017-01-13T08:46:00,Analyze Defect,,6,,Tester2,T3
579,2017-01-13T08:48:00,2017-01-13T09:04:00,Repair (Simple),,,,SolverS3,
579,2017-01-13T09:04:00,2017-01-13T09:11:00,Test Repair,TRUE,,1,Tester6,
579,2017-01-13T09:18:00,2017-01-13T09:18:00,Inform User,,,,System,
579,2017-01-13T09:18:00,2017-01-13T09:18:00,Archive Repair,TRUE,,1,System,
58,2017-01-03T02:59:00,2017-01-03T02:59:00,Register,,,,System,
58,2017-01-03T02:59:00,2017-01-03T03:04:00,Analyze Defect,,6,,Tester3,T1
58,2017-01-03T03:09:00,2017-01-03T03:21:00,Repair (Complex),,,,SolverC1,
58,2017-01-03T03:21:00,2017-01-03T03:30:00,Test Repair,TRUE,,0,Tester3,
58,2017-01-03T03:35:00,2017-01-03T03:35:00,Inform User,,,,System,
58,2017-01-03T03:39:00,2017-01-03T03:39:00,Archive Repair,TRUE,,0,System,
580,2017-01-13T00:55:00,2017-01-13T00:55:00,Register,,,,System,
580,2017-01-13T00:55:00,2017-01-13T01:04:00,Analyze Defect,,10,,Tester2,T3
580,2017-01-13T01:17:00,2017-01-13T02:02:00,Repair (Complex),,,,SolverC3,
580,2017-01-13T01:21:00,2017-01-13T01:21:00,Inform User,,,,System,
580,2017-01-13T02:02:00,2017-01-13T02:10:00,Test Repair,TRUE,,0,Tester3,
580,2017-01-13T02:19:00,2017-01-13T02:19:00,Archive Repair,TRUE,,0,System,
581,2017-01-14T06:17:00,2017-01-14T06:17:00,Register,,,,System,
581,2017-01-14T06:17:00,2017-01-14T06:26:00,Analyze Defect,,6,,Tester6,T2
581,2017-01-14T06:53:00,2017-01-14T07:35:00,Repair (Complex),,,,SolverC3,
581,2017-01-14T07:13:00,2017-01-14T07:13:00,Inform User,,,,System,
581,2017-01-14T07:35:00,2017-01-14T07:45:00,Test Repair,TRUE,,0,Tester6,
581,2017-01-14T07:53:00,2017-01-14T07:53:00,Archive Repair,TRUE,,0,System,
582,2017-01-14T07:45:00,2017-01-14T07:45:00,Register,,,,System,
582,2017-01-14T07:45:00,2017-01-14T07:51:00,Analyze Defect,,8,,Tester5,T1
582,2017-01-14T08:09:00,2017-01-14T08:20:00,Repair (Complex),,,,SolverC1,
582,2017-01-14T08:20:00,2017-01-14T08:29:00,Test Repair,TRUE,,0,Tester2,
582,2017-01-14T08:39:00,2017-01-14T08:39:00,Inform User,,,,System,
582,2017-01-14T08:39:00,2017-01-14T08:39:00,Archive Repair,TRUE,,0,System,
583,2017-01-14T05:48:00,2017-01-14T05:48:00,Register,,,,System,
583,2017-01-14T05:48:00,2017-01-14T05:58:00,Analyze Defect,,8,,Tester5,T2
583,2017-01-14T06:10:00,2017-01-14T06:29:00,Repair (Complex),,,,SolverC1,
583,2017-01-14T06:28:00,2017-01-14T06:28:00,Inform User,,,,System,
583,2017-01-14T06:29:00,2017-01-14T06:38:00,Test Repair,TRUE,,0,Tester1,
583,2017-01-14T06:46:00,2017-01-14T06:46:00,Archive Repair,TRUE,,0,System,
584,2017-01-13T18:53:00,2017-01-13T18:53:00,Register,,,,System,
584,2017-01-13T18:53:00,2017-01-13T18:58:00,Analyze Defect,,1,,Tester3,T3
584,2017-01-13T19:20:00,2017-01-13T19:36:00,Repair (Simple),,,,SolverS3,
584,2017-01-13T19:31:00,2017-01-13T19:31:00,Inform User,,,,System,
584,2017-01-13T19:36:00,2017-01-13T19:43:00,Test Repair,TRUE,,1,Tester3,
584,2017-01-13T19:53:00,2017-01-13T19:53:00,Archive Repair,TRUE,,1,System,
585,2017-01-14T13:26:00,2017-01-14T13:26:00,Register,,,,System,
585,2017-01-14T13:26:00,2017-01-14T13:31:00,Analyze Defect,,2,,Tester5,T3
585,2017-01-14T13:35:00,2017-01-14T13:50:00,Repair (Simple),,,,SolverS2,
585,2017-01-14T13:49:00,2017-01-14T13:49:00,Inform User,,,,System,
585,2017-01-14T13:50:00,2017-01-14T13:56:00,Test Repair,TRUE,,1,Tester3,
585,2017-01-14T14:05:00,2017-01-14T14:05:00,Archive Repair,TRUE,,1,System,
586,2017-01-13T12:42:00,2017-01-13T12:42:00,Register,,,,System,
586,2017-01-13T12:42:00,2017-01-13T12:47:00,Analyze Defect,,9,,Tester2,T2
586,2017-01-13T13:00:00,2017-01-13T13:50:00,Repair (Complex),,,,SolverC3,
586,2017-01-13T13:04:00,2017-01-13T13:04:00,Inform User,,,,System,
586,2017-01-13T13:50:00,2017-01-13T13:58:00,Test Repair,TRUE,,0,Tester4,
586,2017-01-13T14:04:00,2017-01-13T14:04:00,Archive Repair,TRUE,,0,System,
587,2017-01-14T09:22:00,2017-01-14T09:22:00,Register,,,,System,
587,2017-01-14T09:22:00,2017-01-14T09:27:00,Analyze Defect,,3,,Tester6,T3
587,2017-01-14T09:35:00,2017-01-14T09:41:00,Repair (Simple),,,,SolverS1,
587,2017-01-14T09:41:00,2017-01-14T09:48:00,Test Repair,FALSE,,1,Tester1,
587,2017-01-14T09:44:00,2017-01-14T09:44:00,Inform User,,,,System,
587,2017-01-14T09:57:00,2017-01-14T09:57:00,Restart Repair,,,,System,
587,2017-01-14T09:57:00,2017-01-14T10:03:00,Repair (Simple),,,,SolverS1,
587,2017-01-14T10:03:00,2017-01-14T10:12:00,Test Repair,FALSE,,2,Tester6,
587,2017-01-14T10:22:00,2017-01-14T10:22:00,Restart Repair,,,,System,
587,2017-01-14T10:22:00,2017-01-14T10:29:00,Repair (Simple),,,,SolverS1,
587,2017-01-14T10:29:00,2017-01-14T10:34:00,Test Repair,FALSE,,3,Tester6,
587,2017-01-14T10:43:00,2017-01-14T10:43:00,Archive Repair,FALSE,,3,System,
588,2017-01-14T06:20:00,2017-01-14T06:20:00,Register,,,,System,
588,2017-01-14T06:20:00,2017-01-14T06:29:00,Analyze Defect,,7,,Tester4,T2
588,2017-01-14T06:43:00,2017-01-14T07:02:00,Repair (Complex),,,,SolverC2,
588,2017-01-14T06:51:00,2017-01-14T06:51:00,Inform User,,,,System,
588,2017-01-14T07:02:00,2017-01-14T07:12:00,Test Repair,TRUE,,0,Tester2,
588,2017-01-14T07:19:00,2017-01-14T07:19:00,Archive Repair,TRUE,,0,System,
589,2017-01-13T18:36:00,2017-01-13T18:36:00,Register,,,,System,
589,2017-01-13T18:36:00,2017-01-13T18:44:00,Analyze Defect,,8,,Tester1,T2
589,2017-01-13T18:48:00,2017-01-13T19:02:00,Repair (Complex),,,,SolverC2,
589,2017-01-13T19:02:00,2017-01-13T19:07:00,Test Repair,TRUE,,0,Tester5,
589,2017-01-13T19:12:00,2017-01-13T19:12:00,Inform User,,,,System,
589,2017-01-13T19:15:00,2017-01-13T19:15:00,Archive Repair,TRUE,,0,System,
59,2017-01-02T22:59:00,2017-01-02T22:59:00,Register,,,,System,
59,2017-01-02T22:59:00,2017-01-02T23:04:00,Analyze Defect,,6,,Tester6,T1
59,2017-01-02T23:24:00,2017-01-02T23:24:00,Inform User,,,,System,
59,2017-01-02T23:27:00,2017-01-02T23:37:00,Repair (Complex),,,,SolverC2,
59,2017-01-02T23:37:00,2017-01-02T23:44:00,Test Repair,TRUE,,0,Tester6,
59,2017-01-02T23:51:00,2017-01-02T23:51:00,Archive Repair,TRUE,,0,System,
590,2017-01-13T12:35:00,2017-01-13T12:35:00,Register,,,,System,
590,2017-01-13T12:35:00,2017-01-13T12:42:00,Analyze Defect,,1,,Tester3,T3
590,2017-01-13T13:10:00,2017-01-13T13:16:00,Repair (Simple),,,,SolverS1,
590,2017-01-13T13:16:00,2017-01-13T13:22:00,Test Repair,FALSE,,1,Tester5,
590,2017-01-13T13:19:00,2017-01-13T13:19:00,Inform User,,,,System,
590,2017-01-13T13:31:00,2017-01-13T13:31:00,Restart Repair,,,,System,
590,2017-01-13T13:31:00,2017-01-13T13:36:00,Repair (Simple),,,,SolverS2,
590,2017-01-13T13:36:00,2017-01-13T13:45:00,Test Repair,TRUE,,2,Tester6,
590,2017-01-13T13:51:00,2017-01-13T13:51:00,Archive Repair,TRUE,,2,System,
591,2017-01-14T04:11:00,2017-01-14T04:11:00,Register,,,,System,
591,2017-01-14T04:11:00,2017-01-14T04:17:00,Analyze Defect,,3,,Tester3,T1
591,2017-01-14T04:35:00,2017-01-14T04:50:00,Repair (Simple),,,,SolverS2,
591,2017-01-14T04:36:00,2017-01-14T04:36:00,Inform User,,,,System,
591,2017-01-14T04:50:00,2017-01-14T04:58:00,Test Repair,TRUE,,1,Tester1,
591,2017-01-14T05:03:00,2017-01-14T05:03:00,Archive Repair,TRUE,,1,System,
592,2017-01-14T04:24:00,2017-01-14T04:24:00,Register,,,,System,
592,2017-01-14T04:24:00,2017-01-14T04:34:00,Analyze Defect,,3,,Tester4,T1
592,2017-01-14T04:50:00,2017-01-14T04:50:00,Inform User,,,,System,
592,2017-01-14T04:51:00,2017-01-14T05:02:00,Repair (Simple),,,,SolverS2,
592,2017-01-14T05:02:00,2017-01-14T05:12:00,Test Repair,TRUE,,1,Tester6,
592,2017-01-14T05:19:00,2017-01-14T05:19:00,Archive Repair,TRUE,,1,System,
593,2017-01-14T18:43:00,2017-01-14T18:43:00,Register,,,,System,
593,2017-01-14T18:43:00,2017-01-14T18:51:00,Analyze Defect,,9,,Tester5,T1
593,2017-01-14T19:06:00,2017-01-14T19:20:00,Repair (Complex),,,,SolverC2,
593,2017-01-14T19:10:00,2017-01-14T19:10:00,Inform User,,,,System,
593,2017-01-14T19:20:00,2017-01-14T19:27:00,Test Repair,TRUE,,0,Tester1,
593,2017-01-14T19:32:00,2017-01-14T19:32:00,Archive Repair,TRUE,,0,System,
594,2017-01-13T11:15:00,2017-01-13T11:15:00,Register,,,,System,
594,2017-01-13T11:15:00,2017-01-13T11:23:00,Analyze Defect,,6,,Tester6,T3
594,2017-01-13T11:37:00,2017-01-13T11:54:00,Repair (Complex),,,,SolverC1,
594,2017-01-13T11:51:00,2017-01-13T11:51:00,Inform User,,,,System,
594,2017-01-13T11:54:00,2017-01-13T12:04:00,Test Repair,TRUE,,0,Tester1,
594,2017-01-13T12:10:00,2017-01-13T12:10:00,Archive Repair,TRUE,,0,System,
595,2017-01-13T15:23:00,2017-01-13T15:23:00,Register,,,,System,
595,2017-01-13T15:23:00,2017-01-13T15:32:00,Analyze Defect,,5,,Tester3,T1
595,2017-01-13T15:43:00,2017-01-13T16:03:00,Repair (Complex),,,,SolverC1,
595,2017-01-13T16:03:00,2017-01-13T16:09:00,Test Repair,TRUE,,0,Tester4,
595,2017-01-13T16:14:00,2017-01-13T16:14:00,Inform User,,,,System,
595,2017-01-13T16:18:00,2017-01-13T16:18:00,Archive Repair,TRUE,,0,System,
596,2017-01-14T05:34:00,2017-01-14T05:34:00,Register,,,,System,
596,2017-01-14T05:34:00,2017-01-14T05:44:00,Analyze Defect,,10,,Tester6,T3
596,2017-01-14T06:05:00,2017-01-14T06:05:00,Inform User,,,,System,
596,2017-01-14T06:10:00,2017-01-14T06:53:00,Repair (Complex),,,,SolverC3,
596,2017-01-14T06:53:00,2017-01-14T06:58:00,Test Repair,TRUE,,0,Tester5,
596,2017-01-14T07:05:00,2017-01-14T07:05:00,Archive Repair,TRUE,,0,System,
597,2017-01-13T10:38:00,2017-01-13T10:38:00,Register,,,,System,
597,2017-01-13T10:38:00,2017-01-13T10:45:00,Analyze Defect,,2,,Tester2,T3
597,2017-01-13T11:01:00,2017-01-13T11:01:00,Inform User,,,,System,
597,2017-01-13T11:07:00,2017-01-13T11:20:00,Repair (Simple),,,,SolverS2,
597,2017-01-13T11:20:00,2017-01-13T11:26:00,Test Repair,TRUE,,1,Tester4,
597,2017-01-13T11:36:00,2017-01-13T11:36:00,Archive Repair,TRUE,,1,System,
598,2017-01-13T10:10:00,2017-01-13T10:10:00,Register,,,,System,
598,2017-01-13T10:10:00,2017-01-13T10:20:00,Analyze Defect,,4,,Tester6,T1
598,2017-01-13T10:35:00,2017-01-13T10:47:00,Repair (Simple),,,,SolverS3,
598,2017-01-13T10:43:00,2017-01-13T10:43:00,Inform User,,,,System,
598,2017-01-13T10:47:00,2017-01-13T10:53:00,Test Repair,TRUE,,1,Tester3,
598,2017-01-13T11:00:00,2017-01-13T11:00:00,Archive Repair,TRUE,,1,System,
599,2017-01-13T09:55:00,2017-01-13T09:55:00,Register,,,,System,
599,2017-01-13T09:55:00,2017-01-13T10:03:00,Analyze Defect,,2,,Tester4,T1
599,2017-01-13T10:15:00,2017-01-13T10:24:00,Repair (Simple),,,,SolverS2,
599,2017-01-13T10:24:00,2017-01-13T10:33:00,Test Repair,TRUE,,1,Tester6,
599,2017-01-13T10:50:00,2017-01-13T10:50:00,Inform User,,,,System,
599,2017-01-13T10:50:00,2017-01-13T10:50:00,Archive Repair,TRUE,,1,System,
6,2017-01-02T18:25:00,2017-01-02T18:25:00,Register,,,,System,
6,2017-01-02T18:25:00,2017-01-02T18:31:00,Analyze Defect,,5,,Tester2,T1
6,2017-01-02T18:57:00,2017-01-02T19:13:00,Repair (Complex),,,,SolverC1,
6,2017-01-02T19:13:00,2017-01-02T19:18:00,Test Repair,TRUE,,0,Tester3,
6,2017-01-02T19:18:00,2017-01-02T19:18:00,Inform User,,,,System,
6,2017-01-02T19:28:00,2017-01-02T19:28:00,Archive Repair,TRUE,,0,System,
60,2017-01-03T05:16:00,2017-01-03T05:16:00,Register,,,,System,
60,2017-01-03T05:16:00,2017-01-03T05:26:00,Analyze Defect,,10,,Tester1,T1
60,2017-01-03T05:28:00,2017-01-03T06:13:00,Repair (Complex),,,,SolverC3,
60,2017-01-03T06:10:00,2017-01-03T06:10:00,Inform User,,,,System,
60,2017-01-03T06:13:00,2017-01-03T06:19:00,Test Repair,TRUE,,0,Tester6,
60,2017-01-03T06:25:00,2017-01-03T06:25:00,Archive Repair,TRUE,,0,System,
600,2017-01-15T01:05:00,2017-01-15T01:05:00,Register,,,,System,
600,2017-01-15T01:05:00,2017-01-15T01:14:00,Analyze Defect,,9,,Tester3,T2
600,2017-01-15T01:17:00,2017-01-15T01:28:00,Repair (Complex),,,,SolverC1,
600,2017-01-15T01:28:00,2017-01-15T01:38:00,Test Repair,TRUE,,0,Tester4,
600,2017-01-15T01:31:00,2017-01-15T01:31:00,Inform User,,,,System,
600,2017-01-15T01:43:00,2017-01-15T01:43:00,Archive Repair,TRUE,,0,System,
601,2017-01-14T17:45:00,2017-01-14T17:45:00,Register,,,,System,
601,2017-01-14T17:45:00,2017-01-14T17:53:00,Analyze Defect,,3,,Tester1,T2
601,2017-01-14T17:56:00,2017-01-14T18:03:00,Repair (Simple),,,,SolverS1,
601,2017-01-14T18:03:00,2017-01-14T18:12:00,Test Repair,FALSE,,1,Tester2,
601,2017-01-14T18:14:00,2017-01-14T18:14:00,Inform User,,,,System,
601,2017-01-14T18:18:00,2017-01-14T18:18:00,Restart Repair,,,,System,
601,2017-01-14T18:18:00,2017-01-14T18:23:00,Repair (Simple),,,,SolverS1,
